text_num	time	text	label
41	05/20 11:13	남색 점프수트에 무슨색이 잘 어울릴까 흰색 빼고 !	1
42	05/20 11:11	혹시 통덫가지고계신분있나요? 부산대 북문 근처 원룸 주차타워 지하에 새끼고양이가 빠져있어요 ㅠㅠ 도움부탁드립니다	1
43	05/20 11:10	이 작은 창닫기 단축키뭐냐 수식편집기 창인데alt눌러도 안나오넹	1
44	05/20 11:05	컴활 실기해야되는데 최대한 단순화시켜서 하는방법 없나	1
45	05/20 11:04	개학 도대체 왜 한겨 ㅋㅋㅋ	1
46	05/20 11:00	유플 헬로모바일 잘 아시는 분 있나요?1. 알뜰폰이라던데 기존 유플이랑 뭐가 다른지2. 가격이 저렴하던데 기존 통신망이랑 큰 차이는 없는지3. 그외 불편한 건 없는지?	1
47	05/20 10:55	뭐만 하면 K K거리는데 이거 불편한거 정상임?	1
48	05/20 10:54	부대 근처에 밀면이랑 수육 같이 하는데 있나요?	1
49	05/20 10:49	얘들아 이거 코디하기 많이 어려울라나 색이 너무 애매한가ㅠㅠ 크림진이나 검은슬랙스 입으면 별룰까?	1
50	05/20 10:49	오늘 부산대 반팔입으면 추울까요?? ㅈㄱㄴ	1
51	05/20 10:47	🎧 [듣고가] Lorde - Green Light 곡 Royals로 단번에 스타덤에 오른Lorde의 두번째 앨범 리드싱글 'Green Light'소포모어 징크스를 완전히 무시하고평단에서의 최고의 찬사를 받은 앨범이기도 하죠앨범전체가 워낙 명반이라 리드싱글에 대한아쉬움이 들리기도 했지만저는 이 노래가 제일 좋아요😘곡명 : Green Light앨범 : Melodrama가수 : Lorde	1
52	05/20 10:41	환경에너지개론 녹화본 오늘 아침(5.20) 환경에너지개론 실시간수업한거 녹화하신 분 계신가요??ㅠㅜㅠㅜ 주시면 사례하겠습니다ㅜ!	1
53	05/20 10:37	열역학 테이블표 시험칠때 주어짐? 외우는거 아니겠지 ㅋㅋ	1
54	05/20 10:35	금공 준비중인데 A매치에서 B매치 상위 노리고 있어요.필기에 올인 중이고 시사상식 쌓고 있습니다. 자격증은 딸거 다 땄구요.이번 방학때 현장실습 같은 경험이 필요할까요? 2달정도 의 경험은 아무도움 안되겠죠? 지원서에 조금이라도 어필할 수 있을까요?	1
55	05/20 10:33	컴활1급 실기 엑세스 제가 쿼리를 만들다가 실패해서 몇번 뒤로가기를 눌렀더니 갑자기 화면이 종료되면서 처음 암호 입력창이 다시 떴어요... 막 급하게 다시 들어가니까 직전에 만들던 쿼리는 그대로 있던데 그 전에 했던 것들도 다 저장되어 있는거겠죠... 중간중간 저장 눌렀었는데...너무 걱정입니다 ㅜㅜ	1
56	05/20 10:31	개인적으로 작년 수학1 공부했을때 제일 빡친부분이 곡률 파트인듯 동생이 올해 1학년이라 뭐 오늘 강의 들은거 이해 안간다고 가지고 왔는데 곡률쪽은 다시 봐도 너무 난해 하더라	1
57	05/20 10:28	계절학기 계절수업 신청 끝났나요?	1
58	05/20 10:28	새벽벌 노트북 열람실 이용할 때 예약시간 끝나기 전에 나가고 싶으면 그냥 나가면 되나요?	1
59	05/20 10:26	학식 혼밥하는사람 많나요?ㅠㅠㅠ 친구 없어서 혼자 먹어야할거 같은데ㅜㅜ	1
60	05/20 10:22	너네 혀떠는 발음 잘되니..? 나 이거 안되서 오늘 수업 들을 때 지옥을 맛보고 왔다..고등학생 때 공부할 때는 열라게 연습해서 1초가량 됐었는데 군대갔다오니 걍 리셋이 됐는지 혀가 돌아가질 않아..이거 선천적으로 되는 사람 말고 연습한 사람 중에 팁좀 주실 분... ㅌ나 ㄷ발음 할 때 같이 굴리면 가끔 0.5초가량 굴러지는데 그 이외에 발전이 없음.도서관 바깐 쉼터에서 들으면서 르르르르ㅡㄹㄹ르 이지랄 떠니 주변에서 계속 쳐다본다.. 부끄럽네	1
61	05/20 12:00	[속보]고3 등교 첫날 청주서 학생 5명 코로나 의심 증상 인천에 이어 청주에서도 코로나 의심 증상 발생해...	1
62	05/20 11:56	레포트 작성 시 수업시간에 배운내용도 참고문헌에 적어야해? ㅇㅇ수업..?????	1
63	05/20 11:55	화명동 공부하기 좋은 곳 추천좀요 집에서 공부하기 겁나 힘드네..	1
64	05/20 11:49	뭐지?? ????	1
65	05/20 11:43	맥모닝의 퍽퍽함은 진짜다... 옛날의 그 추억속 맥모닝 맞냐? 오랜만에 먹어봤더니 퍽퍽함 그자체다...추억을 회상하면서 먹고있자니 목이메이고 가슴이 텁텁하다....진짜 맥모닝은 추억속 전설이다...	1
66	05/20 11:41	우유에 복분자 검은콩 아몬드 갈아먹는다 몸에 좋겠지..?	1
67	05/20 11:41	송퍼 대면 때의 70% 진도라니 믿을 수 없군 130%는 나가는 줄;;	1
68	05/20 11:39	일반물리학 ㅈㅅㅎ교수님 수업듣는 분들 기말 전범위면 기말 하나에 반영비율 70인데 그거 하나 잘못 치면 완전 나가리되는데 이건 좀 아니지 않냐 얘들아	1
69	05/20 11:36	학업 지원(소 이렇게 왔는데 이게 국장인가요?? 뭐지 이거..	1
70	05/20 11:36	맨큐의 경제학이랑 핵심경제학 뭐가 달라 핵심경제학이 더 싼데	1
71	05/20 11:36	개학근데 진짜 어쩔 수 없지않나 일단 고3만;위험이 너무 크긴 한데진짜 무작정 미룰 수가 없지않나 고삼은..젤 걱정은 애들이긴하만 후	1
72	05/20 11:34	새도 몇시까지 여나요? ㅇㅇ?	1
73	05/20 11:33	스크래치 자꾸 결과로 false 나오는데 왜 그런걸까	1
74	05/20 11:33	신검 신체등급 어떤거 검사해서 등급매기나요...?	1
75	05/20 11:30	2학기 국가장학금 오늘부터 신청 할 수 있어요!!	1
76	05/20 11:27	글로벌경제와 리더쉽 경영학과 복전생인데용!플라토에 4월20일 이후로 아무런 공지가 없는데 수업 진행아무것도 안한거맞죠?? 공지도 아무것도없고ㅠㅠㅠ불안하네요..	1
77	05/20 11:22	맘스터치 메뉴추천좀 싸이버거인크레더블언빌리버블화이트갈릭딥치즈버거먹어봤고나머지 중에서 추천좀 해줘!!!	1
78	05/20 11:17	ㅇㄴ 교수가 메일도 안 보고 쪽지도 안 보고 화상수업도 안 여는데 어떡해야함 전화를 드려야하나	1
79	05/20 11:14	독서 꾸준히 자주 하시는 분 계신가요?? 책을 좀 읽어보려고하는데 보통 어디서 어떻게 읽으시는지 궁금해요!	1
80	05/20 11:14	부산대 네일 괜찮은곳 알려쥬! 내일엄마랑받으러갈거야 친절햇음 좋겠엉ㅠㅠ	1
81	05/20 12:57	힐스테이트 앞 이어폰 잃어버리신 분 비싼거 같아 주워서 보관중입니다 주인분 쪽지나 댓글주세요	1
82	05/20 12:55	이번 계절학기 비대면인지 대면인지 어떻게 알 수 있나요??	1
83	05/20 12:54	확실한 건 아닌데 2학기도 싸강 고려중인 학교도 있대 도대체....	1
84	05/20 12:52	간호 컴사 선택정렬 프로그래밍이야 아님 그냥 선택정렬이야	1
85	05/20 12:44	위안부 심미자 할머니 유언장... 심미자 할머니는 2004년에 돌아가신 위안부 할머님인데, 일본이 인정한 첫 위안부이심.윤미향과 정대협은 2004년부터 기부금 받았는데 할머니들한텐 안 돌아감...위안부 동상에다가는 목도리랑 담요 덮어주는데 살아계신 할머님들은 추위에 떨며 살라고 외면함. . .http://news.tvchosun.com/site/data/html_dir/2020/05/18/2020051890097.html	1
86	05/20 12:37	전과 질문 공대에서 공대로 전과하고 싶은데 혹시 알고계신 선배 있으면 불쌍한 새내기 도와주세요 ㅜ	1
87	05/20 12:36	아오 마이크좀꺼라 화면 한번보는게 그렇게 힘드냐교수님도 자꾸부르는데 아오	1
88	05/20 12:36	생로병사의 이해 마이크좀 꺼라 제발;; 채팅 읽지도 않고 수업도 안듣고 뭐하냐	1
89	05/20 12:34	qcy이어폰 근처에 파는데 아는사람 오프라인으로 매장가서 호딱사고싶은데 근처에 파는데 아는사람??	1
90	05/20 12:26	자취방선물 나도 여자고 친구도 여잔데최근에 자취를 시작해서 놀러가기로 했어그냥 가볍게 선물로 뭐 들고 가면 좋을까?내 돈으로 사긴 아깝지만 자취방에 있으면 좋은거 !!!나도 3년 자취해봤지만 막상 생각이 안나네 ㅜㅜ	1
91	05/20 12:22	ㄱㅇㅈ 교수님 수업 갑자기 왜멈춤 머지	1
92	05/20 12:21	생로병사 ㄱㅇㅈ교수님 튕긴 거 맞지??	1
93	05/20 12:20	안녕하세요 토목재료학 ㅋㅋㅋㅋ	1
94	05/20 12:20	과제에서 모르는 문제 있으면 어떻게 해? 교수님이 직접 만든 문젠데 너무 어려워서 손도 겨우겨우 대면서 풀고있어.. 그런데 진짜 이건 도저히 못 풀겠는 문제가 있어.. 그냥 모름이라고 적을까?	1
95	05/20 12:18	비둘기새끼 집앞에서 아침부터 쳐우는데 어떡함ㅅㅂ 징그러워서 못쫒아내겟ㅅ움	1
96	05/20 12:11	뉴스 댓글 엄	1
97	05/20 12:10	고3은 학교 안가면 좋은거 아님? 학교 가봤자 자습만 하는데 그시간에 단과 들으러 가는게 낫지... 이렇게 하면 재수생처럼 할 수 있는건데	1
98	05/20 12:08	경북대... 왜 날 1차에서 떨궜니 언덕너무 힘들어..	1
99	05/20 12:06	지도교수 상담신청 질문이요 패스들어가서 상담신청버튼 클릭하고 그위에 지도교수이름하고 전화번호나오는데 거기로 전화하면 되는건가요?	1
100	05/20 12:02	지방재정론 ㅁㅅㅈ 교수님 강의 이번주에 과제 없는거 맞음???	1
101	05/20 13:31	간호학과 1학년 간호학과 1학년은 보통 부산캠퍼스 기숙사 쓰나요??	1
102	05/20 13:30	화학잘알 선배님들... 지나가다가 재능기부 한번만 해주시면 정말 감사하겠습니다ㅠㅠ저 문제의 반응식에서 부피변화량이 0이니까 일=0이 되고 델타U=3*델타H=-553.8kJ/mol이 맞나요??ㅠㅠㅠ	1
103	05/20 13:30	zoom 다음 업데이트에 바라는점 다른 사람 마이크나 카메라 끌 수 있는 설정 만들어줘라아님 그냥 관리자 권한에 넣던가조카 듣기 싫은 소리 계속 섞이네	1
104	05/20 13:29	고토발표 수업 듣는데 선배들은 발표 진짜 잘한다...	1
105	05/20 13:27	대학실용영어 CBT 중간 기말 보러 일주일 간격으로 실시간수업 시간 안겹치게 부산을 가야하는 건가여..?	1
106	05/20 13:27	국가근로장학금 국가근로장학금 중에 방학 집중 근로 프로그램이라는게 있더라구하계는 7~8월, 동계는 1~2월에 한다는데 하계는 근로지 선택을 5월에 하고 동계는 11월에 한대. 근데 만약 내가 동계에 하고 싶어도 지금 국가근로장학금 신청해야되는게 맞지?	1
107	05/20 13:27	생로병사의 이해 수업들었던사람있음??? 강의자료에 있는 영상말고 생로병사의 비밀 영상틀어주는데서도 기말고사 문제 나옴????? 기억력 금붕어새끼라 내용 기억 안나는뎅...	1
108	05/20 13:17	학생들 등교 진짜 해야하는건가요 ?학생들사이에서 확진자가 확산되는것도 문제지만, 학생들 확진으로 집에있는 가족들, 어린동생들, 할머니,할아버지까지 결국 처음보다 더 심해질수도있을텐데, 이런 위험사태에대한 작은 가능성만 있더라도 등교는 미루거나 원격수업을  해야하는거아닌가요 등교를 해야하는 중요한이유 수없이 많겠지만 그이유들이 건강보다 우선시될수있는건가요제가 과하게 걱정이많은건가요 ..?	1
109	05/20 13:16	플라토 나만 또 안됨? 재생 계속 안되고 검은화면뜨는데	1
110	05/20 13:16	국장이랑 국가근로 장학금 이중 수혜가능? 만약에 소득분위가 낮아서 국장으로 등록금 면제받은 사람이 국가근로 장학금도 신청해서 할 수 있어? 뭐 중복 지원불가능하다고 하길래 이것도 중복지원인지 궁금하기도 하고 잘아는 사람 답해줘!	1
111	05/20 13:16	유튜브 프리미엄 오늘까지 무료체험기간 종료인줄알고 저녁에 해지하려고 했는데새벽에 결제 되었어 ㅠㅠㅠㅠ이거 환불 못해????	1
112	05/20 13:16	경제학원론 ㅎㄱㅅ교수님 ㅎㄱㅅ 교수님 출석 성적에 반영되나 ㅜㅜㅜ 이 교수님 출석 많이 중요하나요??	1
113	05/20 13:13	송퍼 진짜 싫다 아 진짜 싫어..진짜로.....	1
114	05/20 13:09	물이랑 소금만먹고 며칠 가능? 지금 비만인데 정상체중까지 버텨볼라구하루에 만 보 걷는거 하면서 2주 가능할까?	1
115	05/20 13:08	개학하자마자 고3 확진자 나오는거 실화냐 진짜 교육부는 전설이다..	1
116	05/20 13:07	070-7173 뒷번호는 조금씩 다른데 어제부터 전화가 와요 안받아도 되는거죠 ?	1
117	05/20 13:07	한시반 줌강의하는데 침대에서 일어나기가 싫다....	1
118	05/20 13:02	아직도 송화가루 심한가요 밖에 빨래 널고 싶다며칠 추워서 문 닫고 살았더니 어떤가 모르겠네요...	1
119	05/20 12:58	하늘 미쳤다 진심 너무 맑은거 아니냐? 나 초딩때 토요일 오전 학교마치고 집에올때 하늘같다.옛날생각 나네	1
120	05/20 12:58	선배님덜 도서관에서 복사 됩니까? ㅠ	1
121	05/20 14:11	희망적인 노래추천좀 새내기들한테 들려주면 좋을 희망적인 노래좀 너무 옛날노래말고	1
122	05/20 14:10	일물실 보고서 결론에 뭐쓰냐 오차 원인 결과에대한 논의에 썼는데	1
123	05/20 14:07	날씨 좋음	1
124	05/20 14:05	화상강의 예쁜애 화면 보면 그사람이 알수있나요?? ㅜㅜ	1
125	05/20 13:59	ㅂㅌㅈ교수님 컴사 차라리 실기는 안친걸로 하고중간고사필기+과제+기말이렇게 퍼센트 조정해서 성적 산출하면 안될까 그냐ㅇ..	1
126	05/20 13:56	레포트 2장이면 쌉오바? 표지 이런거 빼고 순수 문장으로 2장 꽉 채운거	1
127	05/20 13:54	2학년 2학년인데 대외활동 추천해주세요!	1
128	05/20 13:54	부산대 앞 서점 같은데서 맨큐 경제 답지 같은거도 파나요	1
129	05/20 13:54	국가 이공계 장학금 결과 나왔어요 장학재단 사이트 확인해보세요!!	1
130	05/20 13:53	친구 중에 칭찬만 하는 애 있는데 애들한테 똑똑하다 착하다 같이 별 이유에다가 이모티콘,하트 같은 거 붙여서 칭찬하는 타입이라 초반엔 가식적이라고 욕 많이 먹었거든근디 5~6년째 저러니까 컨셉이 아니고 진짜 같음	1
131	05/20 13:48	나랑 자주 노는 친구가있는데 자기가 친해지고 싶은 애랑 친해지려고 나는까고 걔는 띄워주고하면서 나 은근히 무시하는거 좀 짜증나거든 ㅋㅋ.. 이제막 20살이라 애들끼리 술같은거 사러갈때도 얘는 술 안마셔서 (아싸라 애들이랑 술 안마신다는 분위기로) 술 모른다고 은근디스하고..카톡할때도 항상 지얘기만하다가 내가 말하면 무시하고 지가 하던말만하고이거 손절해야하는거맞지??? 둘다 남자야그래도 고3 실장 부실장해서 나는 친하게 지냈다고 생각했는데 ㅋㅋ	1
132	05/20 13:44	부산 요즘에 부산 상황 어때 코로나 관련해서	1
133	05/20 13:43	방학집중근로 교외에서 하면 무조건 부산 안에 공공기관 가나요?아니면 다른 지역도 신청하면 갈 수 있나요??	1
134	05/20 13:42	살만하다싶으니깐 과제폭탄에 조별과제 때려버리네	1
135	05/20 13:41	8시부터 18시까지 단수 너무한거 아님? 화장실 가고 싶음	1
136	05/20 13:36	오늘날씨최고네 ㅜ	1
137	05/20 13:35	세금 410만원 flex하고 왔어 후.... 시발.... 내돈....	1
138	05/20 13:34	서양정치사상 휴강 한대요.	1
139	05/20 13:34	아이돌별 인기멤 이거 맞음? 엑소 - 백현방탄- 지민(해외)레드벨벳- 슬기 아이린트와이스 - 나연 / 사나엔시티- 재현블랙핑크 - 제니(국내) 리사(해외)오마이걸 - 아린슈퍼주니어- 규현소녀시대- 태연	1
140	05/20 13:34	벌써부터 카트모바일 고인물이 나오네.. 졸라 잘한다..	1
141	05/20 14:44	영어기초학력 진단평가 문제가 어떻게 나오나요? 1.40문제에 컴퓨터로 친다고 했던거 같은데, 맞나요?2. 전부 객관식인가요?3.듣기, 문법, 빈칸삽입 이런거 몇문제씩 있나요?알려주시면 감사하겠슴다ㅠ	1
142	05/20 14:44	원어강의인데 레포트 쓸때 영어로 쓰지만 교수님을위해 원문이 영어인 출처인 자료들만 찾아서 레포트 작성할필요없죠?출처 ㅎ링크타고 들어갔는데 한국어면 거시기항까요?	1
143	05/20 14:43	문학과 예술로 읽는 한국사회사 오늘 캠켜서 고양이랑 강아지 보여주신 분 너무 감사합니다 덕분에 힐링했어요 넘넘 귀여워😆😆	1
144	05/20 14:40	오 중력가속도... 페이지 98쪽임ㄷㄷ	1
145	05/20 14:39	방학집중 근로 방학 집중근로 해보신분들 댓글 좀 달아주세요 궁금한 점 좀 여쭤보고 싶어요!	1
146	05/20 14:37	국가근로장학금 신청해서 뽑혔는데 안한다고 하면 다음학기에 신청 자격 없어지나요?	1
147	05/20 14:36	컴사 ㅂㅎㅅ 교수님 쪽지 나만 안 왔음?	1
148	05/20 14:36	컴사 ㅂㅅㅎ/ㅂㅎㅅ 2시반 오늘 출첵 안하나?	1
149	05/20 14:31	영어 진단평가 언어교육원 가서 치는거에요?	1
150	05/20 14:30	경정시 원어 mou jian 에타 삭제했다가 굳-이 열뻗쳐서 글쓰러옴이 교수 도대체 하는 게 뭐임? 아무 강의도 안올리고, 고작 책내용 요약??같지도 않게 요약한 거 올려놓고 퀴즈문제는 뭐 프린트로는 힘들게 개같이 내고, 기말고사는 도대체 어떻게 하겠다는 건지 일언반구가 없어. (사실 내가 책도 안사고 존버하고있긴함..이미 이과목에 미련이 없어져서)가르치는 게 아무것도 없는데 퀴즈를 왜 내는거야?? 이거 학사과에 말해봐야하나? 어떻게 아무 것도 안올려???님들 이과목 그냥 혼자서 책보면서 공부하시는거에요??다 참고 그냥 있어왔는데, 지금 제일 화나는 건 지난 주 출석 제때했는데 지각처리돼있길래 왜이런거냐고 메일보냈는데 읽씹하는거. (채팅방에 관련얘기 쓴것같긴한데??, 아니 문제가 있으면 공지를 올리고 개인적으로 보낸 말에 대답은 해야되는 게 정상 아님??) 이거 출석 지각으로 바뀐거 나만 그런거에요?? 아니죠?	1
151	05/20 14:28	공무원 시험을 준비한다는 너에게 "나 공무원 준비하기로 했어."소주 한 잔을 급하게 입에 털어넣으며 방금 생각이라도 난 듯 너는 그렇게 말했다.정말 오랜만에 만난 자리. 너가 건넨 그 한마디엔 아마 많은 고민이 있었을 것이다."그러냐?"짐짓 아무렇지도 않은 듯 대답했다.무슨 대답을 했어야 자연스러웠을까. 놀라는 시늉이라도 했어야 했을까? 그 짧은 시간에 조금의 고민을 한 탓인지 내 대답이 몇 초간 늦어진 모양이었다."실망했냐?""무슨. 니가 뭐 잘못한것도 아닌데 내가 왜 실망해"살짝 웃으며 물어본 너에게 이번에는 태연하게 대답했다. 하긴 이 대답이 맞을 것이다. 요즘 초등학생들 장래희망 1순위가 공무원이라는데. 또 공무원 시험이 어디 쉬운것도 아니고. 몇 년을 치열하게 공부해야 붙을 수 있을 터인데실망할 이유가 어디 있겠나.하지만 사실 너가 그렇게 물어보는 이유를 알고 있었다.너는 참 멋있는 녀석이었다.신입생 시절. 모든 동기들이 고등학생 티를 못 벗어나고 있을 때 너만은 달랐다. 나 보다 훨씬 어른스러웠고, 신입생 시절을 미리 경험이라도 해 본 듯 자연스러웠다. 너가 신기했다. 그래서 너와 친해지고 싶었는지도 모른다.모두가 똑같은 학교 생활에 익숙해갈때, 너는 꿈이 생겼다고 했다. 그 이야기를 할 때면 너는 몇 시간씩 혼자 떠들어댔다. 그때 너의 눈빛은 반짝였고, 빛이 났다. 나는 너에 비해 무엇을 하고 있나. 자괴감이 들 때도 있었다. 누군가 나에게 꿈이 뭐냐 물어볼때, 내가 "그런게 어딨어"하며 넘기거나 어물쩡하게 설명할 때 너는 구체적으로 어떤 일을 해서 어떤 사람이 되고 싶다고 했다.너가 내심 부러웠다. 학교 다니는 동안에도 그 꿈을 위해 서울까지 기꺼이 가는 너가 멋있었다. 모두가 바라던 군대 휴가때 강연을 들으러 가는 사람은 아마 너 이외엔 없었을 것이다.그런 너가 이제 그 꿈을 보내려고 한단다.이제 공무원 시험을 준비해보려고 한단다.너무 실망하지 않았으면 한단다.내가 너에게 어떻게 실망을 하겠나대학에 들어가자 마자, 부모님에게 손빌리지 않겠다고 하루에 알바를 몇 탕씩 뛴 너 아니었나.내가 사랑에 실패했을 때, 새벽 내내 내 이야기를 들어준 너 아니었나.돈이 없어 컵라면에 깡소주를 마실 때, 나중에 꼭 돈벌어서 양주까자고 약속하던 너 아니었나.돈이 없어도 가오가 없냐며 있는 허세 없는 허세 다 부리던 너 아니었나.친구야. 난 아직도 너가 멋있다.무슨 잘못이라도 한 듯 고개 숙이지 말아라.  너의 빛나던 눈빛이 보이지 않게 되잖냐눈물을 보였다고 창피해하지 말아라.고난을 겪지 않은 사람은 눈물을 흘릴 자격도 없지 않더냐꿈을 포기했다고 생각하지 말아라꿈은 멈춰있는 게 아니라 매일매일 새로 꾸는 것 아니었더냐이 말들을 해주고 싶었지만'남자끼리 오글거리게 무슨'이라는 이유로 술 한잔과 함께,'우는 놈 술 한잔 더 사준다'는 이유로 25500원이란 숫자와 함께 가슴 속에 묻어버렸다.당장 다음 주 부터 공부를 시작한다고 하니, 당분간 너를 보기란 힘들 것이다.너가 원하는 결과를 들고 왔을때 내가 더 기쁘게 널 축하해 줄 것이다.혹시나 너가 한번 더 포기할지라도, 그때도 난 널 멋있다고 생각할 것이다.그리고 시간이 조금 더 흘렀을 때.늘 그랬듯 '너 그때 그랬잖아' 하며 놀리며 웃어 넘기는 우리가 된다면, 그것으로 되는 것이다.	1
152	05/20 14:25	5천원으로 할 수 있는 가장 윤택한 식사가 뭘까 국밥?	1
153	05/20 14:25	일화실 ㅅㅂㅋㅁㄹ교수님... 무슨 소리신지 하나두 못알아듣겠어요.... 자퇴하고싶어...	1
154	05/20 14:23	간호 컴사 진짜ㅋㅋㅋㅋㅋ 관련없다 말만 하면 단 줄 아냐고ㅋㅋㅋㅋㅋㅋ하;;;	1
155	05/20 14:19	학교 웹메일 회수할 수 있어?? 교수님께 메일 잘못썼는데ㅠㅠ아직 읽지않았다고 뜨는데 회수 버튼 누르면 교수님이 내 메일 못읽는거 맞아??	1
156	05/20 14:19	지도교수상담 신청해도 응답없는데 내가 메일먼저보내는게 맞지??	1
157	05/20 14:17	공대에서 3.5 만 넘기면 취업 되나요? 도저히 3점 후반대 유지 못하겠네요 ㅜㅜ.	1
158	05/20 14:17	통학 시간 오래 걸리는 친구한테 시원~한 편의점 커피 어떤가요	1
159	05/20 14:14	간호 컴사 90프로 인정해주는거야??	1
160	05/20 14:12	맨큐 경제학 답지 파실분 있나요 8판	1
161	05/20 15:14	국제학과 복전하기 힘든가요? 암것도 아는게 없어서요ㅠㅠ	1
