text_num	time	text	label
11	18/01/01 20:20	과제 제출ㅠㅠㅠ 까먹고 안했는데 빵점나옴...지금이라도 내는건 너무 늦었겠져? 나란 돌ㅇㅏ이 진짜 하;;;	1
12	18/01/01 19:06	계절 계절학기 성적은 학기 평균에 들어가나요??? 장학금에 어떤 영향을 미치나요?	1
13	18/01/01 18:58	웅비관 B동 1층 휴게실에서 뭐 못먹나요?????	1
14	18/01/01 18:55	계절 결석 한번하면 지장 큰가욮 ?? ㅠㅠ	1
15	18/01/01 18:23	내년2학기부터 기숙사 입사하고 싶은데 그러면 1학기하고 남은 인원에 한해서 뽑는건가요? 아니면 아예 새로 신청하는건가욥	1
16	18/01/01 16:14	강의평가 강의평가 언제까지져	1
17	18/01/01 16:13	모태솔로 누가봐도 예쁘거나 잘생긴 사람이 모태솔로라면 어떨것같나요?? 이상하게 생각하겠죠...	1
18	18/01/01 15:51	강의평가 올 에프준다고 불이익없겠죠? 진짜 없에고싶은게 있는데 최악이라	1
19	18/01/01 14:35	교환학생 학점 어느정도로 중요한가요	1
20	18/01/01 14:34	프리미어 지원금 언제쯤 들어오는지 아시나요??	1
21	18/01/02 18:05	왜 안 올려조!!!! ㅅㅂ네시부터 뭐하는짓인지..	1
22	18/01/02 18:04	님두라!!! 지금6신데 성적떴어요?? ㅁㅊ 떨려서 못드가겠음	1
23	18/01/02 17:55	그냥 내일10시에 확인하면되지.. 뭐가 그리 급해서..	1
24	18/01/02 17:44	성적12시땡치면 떠요?? 아니면3일언재뜰지모르는건가??..	1
25	18/01/02 17:30	내그제 살다가 이런 황당하고 웃픈 상황은 처음이네요제가 원래 금달에 오사카에 4박 5일로 다녀오려고 특가기간에 비행기 왕복을 구매했는데요얼마전에 알고보니 이름이 3자인데 앞에 2자만 올라간겁니다!!제 이름 앞에 두글자인 '이 현' 까지만 올라간겁니다 TT 이름을 수정하려고 항공사에 전화해보니 영어 철자가 틀린게 아니라 이름 한 자를 아예 빼먹은 거라이름 수정이 불가하다고 하더라구요 결론적으로 저는 비행기를 못타게 되었구요환불이라도 받을 수 있는지 알아봤더니 환불도 안된다고 하더라구요 TT본인이나 지인이 이 현 이신분 쪽지주세요사기아니고 진짜입니다특가라서 엄청 싸게 다녀오실수 있어요!대신 여행자 이름은 무조건 이 현 이어야 합니다	1
26	18/01/02 17:09	방탄 퓨마 브로마이드 가지실분? 받은 상태 그대로 책상 아래에 방치해뒀다가 방청소하는김에 나눔합니당 아미분께 "착불 택배"로 보내드릴게요! 테이핑한 적 없고 걍 방치해뒀어서 정전기때문에 먼지 좀 붙었는데 브로마이드 상할까봐 걍 놔뒀어요ㅋㅋㅋㅋㅋㅋㅋ	1
27	18/01/02 17:09	성적 진짜 전날 뜨나요? 저는 1학기에 당일에 떴었는데 다른분들은 전날뜨셨나요?	1
28	18/01/02 16:04	교수님 어째서 아직 PASS가 N으로 되어 있는 거죠? 내일이 조회인데...?	1
29	18/01/02 15:48	한국대가 정말 말도 안되는게 서울대는 빠짐 ㅋㅋ 진보의 전형적인 보여주기식 탁상행정	1
30	18/01/02 15:46	전공선택 전공필수 전공필수는 꼭 들어야하는거고 전공선택은 뭔가요???	1
31	18/01/02 15:40	학교. 2시간 준다. 빨리 성적 올려조 히잉	1
32	18/01/02 15:08	재학증명서 재학증명서 인터넷으로 발급받을수있나요? 어디로 들어가야하나요?	1
33	18/01/02 14:26	한국대 통합 왜 꼭 이런건 방학 때 다시 재점화될까요...? ㅠㅠ 통합 안되겠죠? ㅠㅠ 너무 억울한데	1
34	18/01/02 14:25	근로 근로도 시급이 오를까요 (설레발)	1
35	18/01/02 13:41	여름에 일본여행 어떤가요? 추천해주실만한 지역 있나요???여름에!!!	1
36	18/01/02 13:41	커플팔찌 하려고하는데 추천좀요!!!	1
37	18/01/02 13:30	요즘 영화관에서 마이보라 광고 많이 하던데 성, 피임 등과 관련된 인식이 조금씩 바뀌어가는 것 같아서 좋다. 근데 이때까지 머시론 광고도 많이 봤었는데 한 번도 콘돔 광고는 못 봤다. 앞으로는 더 인식이 바뀌어서 콘돔 광고도 볼 수 있으면 좋겠다.	1
38	18/01/02 13:14	기숙사에서 우체국 등기는 어떻게 받을 수 있나요? 부재중/ 부재중 아닐 때 기숙사 입구로 내려가서 받으면 되나요?..	1
39	18/01/02 12:20	오늘 학식 아뮤데도 안 하는 거예요? ㅜㅠ 흐엉	1
40	18/01/02 11:04	지금 기숙사홈피에 벌점없으면 없는거죠? 종강하고 나서부터요 ㅇㅇ	1
41	18/01/03 03:18	대실영 시험쳐서 고급으로 넘어갈수있나여대실영 2들어야하는데 못듣고있어서..	1
42	18/01/03 02:26	일본어 공부 해보려고 하는데 히라가나 카타카나부터 외워야하는 1도 모르는 사람이라..혹시 50음도 외우는 팁이나 그 이후에 공부하는데 있어서 팁같은게 있을까요? 알려주세요	1
43	18/01/03 01:30	벨튀 처벌받나요? 벨튀하면 처벌받나요?	1
44	18/01/03 00:46	성적을 일찍보고싶어하는 이유는? 솔찌 난 영원히 안봐도 좋은데ㅋㅋㅋㅋㅋ다들 열심히 하셨나봄..ㅜ	1
45	18/01/02 23:46	2017년 12월 33일 18년 거부하겠습니다..	1
46	18/01/02 23:43	대외활동 다들 대외활동 얼만큼 하시나요~~~	1
47	18/01/02 23:26	엄마랑 싸움 매일 엄마랑 머리 자르니 마니 가지고 싸워요..성인이고 제 머리 제가 기르겠다는데 자꾸 머리가 상했는데 왜 계속 기르냐느니 머리도 안자르겠다면서 무슨 일을 할 수 있겠느니 하면서 심하게 화를 내시고ㅠ이게 계속 반복되니까 너무 스트레스 받네요	1
48	18/01/02 22:08	서수균교수님 행심 점수공유해요~! ㅈㄱㄴ	1
49	18/01/02 20:54	성적 오늘12시에 성적이 뜰 확률은?	1
50	18/01/02 20:39	후하게 주셨다니 난 A+이겠지?? ㅎㅎ	1
51	18/01/02 19:54	성적 내일이면 몇시예요? ㅠㅠ	1
52	18/01/02 19:18	어그로 존나 심하다 ㅋㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ  ㅋ ㅋ 걍 내일 보셈그래도 뜨면 댓글좀 ❤️	1
53	18/01/02 19:03	국장질문 ㅠ 성적 맞추고 소득분위 저번에 받은거랑 똑같다면 이번 국장도 같은 금액으로 주나요!?? 그 이전에 국장은 성적,맞추고 소득분위맞추면 무조건 100% 주는거예요!!!????	1
54	18/01/02 19:01	이제 오늘뜰가능성은 없는거죠?? 다 퇴근했을테니	1
55	18/01/02 18:45	국가와정보정책 대체 몇영역일까.. 왜 찾을수가없는걸까...2영역인가..?	1
56	18/01/02 18:28	매도 먼저 맞는것이 나은것을 이렇게 바짝 피말려가며 기다리는건 고문이야	1
57	18/01/02 18:28	전산팀 퇴근했을듯 도서관도 방학이라 6시에 문닫는데 성적담당쪽이라고 야근할까봐.... 그냥 낼 9시나 기대할래 흑	1
58	18/01/02 18:13	으아악 붐바야! 으악! 내수명은 내일오전10시까지다	1
59	18/01/02 18:13	3점대 되게 해주세여.. 많이 안바랍니다...부처님 알라신 하느님..	1
60	18/01/02 18:10	ㅇㄷ 하 포기닷 못기다리겠다 ㅠㅠ혹시 뜨면 댓글로 알려주세요 ㅠㅠㅇㄷ!	1
61	18/01/03 10:10	아니ㄷ 대실영2.. 32 37에 괴제다했는데 b0 실화?..	1
62	18/01/03 10:10	난 성적 못 보는데 교수상담 안해서 지금 못보는데부럽다	1
63	18/01/03 10:09	학점 3.7이면 어느정돈가요..? 진짜 순수하게 물어보는가에여ㅜㅜㅜ 일학년이라서 감이 안와요	1
64	18/01/03 10:09	우울하네.. 진짜열심히했는데 너무우울하다..	1
65	18/01/03 10:07	올에이쁠이다아아아 가즈아아아아	1
66	18/01/03 10:05	나 전공 전공 성적 다 에이쁠이다아아아아ㅏㅇ!!!	1
67	18/01/03 10:05	영재교육과창의성계발 학점 나만 쓰레기같이나옴?? 기말 다 빽빽하게 쓰고 과제 이수증 다 했는데 ㅋㅋㅋㅋ	1
68	18/01/03 10:04	앗 아아ᆢ	1
69	18/01/03 10:04	우와.... 생각보다 잘쳤어...ㅠㅠㅠ	1
70	18/01/03 10:03	ㅎ 대실영 비제로 실화?	1
71	18/01/03 10:02	일반선택 s는머죠?	1
72	18/01/03 10:02	떴다.... 으어...	1
73	18/01/03 10:00	아니 기대안한과목이ㅋㅋㅋ 교수님추성충성	1
74	18/01/03 09:59	성적가즈아아ㅏㅏ ㅏㅏㅏㅏㅏㅏ	1
75	18/01/03 09:59	1분,!! ㅍ	1
76	18/01/03 09:54	여러분성적잘나오길기도합니다 나도 잘 나와라ㅜ 제발우리모두 성적잘받고 환호하길교수님들이 엄청난 자비를 배풀었기를	1
77	18/01/03 09:09	마치 시험전처럼 시험개못봤는데 자신감에 꽉차있다	1
78	18/01/03 08:32	교환학생 학점 이제 2학년되는 헌내기구요ㅜ 3학년 1학기나 2학기때 유럽으로 교환학생 가고싶은데 대충 학점이 어느정도 되어야 안정권인가요?!갔다오신분계시면 좀 알려주세요오😆	1
79	18/01/03 07:48	시간강사분들파업하신건 어떻게 됬나요? 성적입력안하신다하시지않았어요?그분들 과목은 성적못보는건가ㅠ	1
80	18/01/03 03:47	자고 일어나면 성적이 나와 있겠지 자기 싫다	1
81	18/01/03 10:35	대실영 점수 CBT 38 36 인데 비플이예옄ㅋㅋㅋㅋㅋㅋㅋㅋ싸강한번못듣고 현강은 출석다했구 과제다냈는데...	1
82	18/01/03 10:27	교양 비제로 비쁠로 올릴수잇나여 시도해보신분들 좀 알려쥬세요..♡	1
83	18/01/03 10:27	킴벌리 교수님 대실영 킴벌리 교수님 연락처 아시나요?	1
84	18/01/03 10:25	교수님들 왜 플러스 안 채워주시지,, 원래 40명 중에 8등하면 에이제로임,,?	1
85	18/01/03 10:24	열심히 했는데 b라니 ㅠㅠㅠ 이럴수가 교양이 뒤통수를 치네	1
86	18/01/03 10:22	지도교수상담 지도교수상담 안했는데 뚫는법없나요 ㅠㅠㅠ	1
87	18/01/03 10:22	Pass or Fail과목 학점 pass면 에이쁠비쁠 이런거중에 뭘로 계산하면 되나요? 아님 아예 빼고 학점 계산해야되나요???	1
88	18/01/03 10:21	지도교수상담.. 이거 성적정정기간 끝나고 나면 정정 안되나여 전체성적 뜨면..	1
89	18/01/03 10:21	아 시비ㅣ..,전공.. 씨쁠...하...	1
90	18/01/03 10:17	독일인과독일사상 교수님 도대체 저한테 왜이러세요?!?!?!?!?!ㅠㅠㅠㅠ	1
91	18/01/03 10:17	B0 제일 어이없다 재수강도 ㅋㅋㅋ 못하고 ㅋㅋㅋㅋ 내 학점 ㅅㅂ	1
92	18/01/03 10:16	여긴 공부안했다면서 에이쁠천지넼ㅋㅋㅋㅋㅋㅋㅋㅋ	1
93	18/01/03 10:16	어패럴 시플 무엇 진짜 교수바뀐 후에 존나열심히 하고 시험도 개잘봤는데바뀌기전에 몇번 결석한게 그리 큰가	1
94	18/01/03 10:16	괜히 꽉꽉 채웠나 교양 하나를 죽쒀서 평점 똥망됐넹뭐 내가 공부 안한거니 할 말은 없다만...ㅠ	1
95	18/01/03 10:15	야~~~~~이~~~~기만자들아~~~~~ 시험칠땐~~~~조졌다고~~~ 그렇게난리를치더니~~~~	1
96	18/01/03 10:15	영화와비프... 잘나왔나요 다들....?	1
97	18/01/03 10:14	중국어 비플? 나 개열심히 했는데?	1
98	18/01/03 10:13	아니 마움경 학점 왜저래 비제 ㅅㅂ 말인가	1
99	18/01/03 10:13	가족끼리 갈만한 부산대 맛집 추천해죠~ 어디가 맛있어? 알려주라~	1
100	18/01/03 10:10	행복의심리학은 개뿔 불행의심리학이네	1
101	18/01/03 11:12	집에 성적표 날아갑니꽈아아ㅏㅏㅏㅏㅏㅏ!!!	1
102	18/01/03 11:05	장학금 진행중이라 뜨는건 뭔가요? 2학기 장학금 전부 진행중이라 되있는데 어떻게 된건가요? 이미 받은거 맞나요?	1
103	18/01/03 11:04	보통 교환학생가려면 학점이 어느정도 나와야하나요?	1
104	18/01/03 11:03	복전이나 부전공 하려면 학점 몇정도 나와야 하나요? 과마다 다른가요?	1
105	18/01/03 10:59	1학기보다 0.03점 올랏네.. ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ미친	1
106	18/01/03 10:57	재수강 재수강하면 그전에 학점은 없어지나요? 그 전에 수강햇던 학점이 변동되나요 ? 재수강과목을 없애고	1
107	18/01/03 10:56	대실영2 점수랑 학점 까보자... 제임스 31 35 비플	1
108	18/01/03 10:55	와 뭐지 갑자기 학생과에서 계좌등록하래서 드가니까 2학기꺼 전액장학금떠있네.... 학점별론데 뭐지...	1
109	18/01/03 10:55	대실영 데이비드 교수님 ㅜㅅㅜ 저 29,33점에 싸강결석 2번, 오프결석 1번 했는데 A+받았어요ㅜㅜ 너무 기쁩니다ㅠㅠㅠㅠ 수업시간에 막 적극적으로 참여한건 아닌데 교수님이 유독 저한테 말을 많이 걸어주시고 대답을 좀 많이 한게 영향이 컸을까요?? b,c 밭에서 찾은 제 인생의 첫 에플입니당 ㅋㅋㅋㅋㅋㅋㅋㅋ 사랑합니다 교수님🍎🍎🍎	1
110	18/01/03 10:54	교수님들 메일 을 어디서 알 수 있나요???	1
111	18/01/03 10:51	성적 담당교수 책임교수 중에 어느 분한테 문의드려야하나요... 강의계획서에 두 분 나와계시네여..	1
112	18/01/03 10:48	전공 씨쁠 재수강하는게나을까요	1
113	18/01/03 10:47	성적이의신청 교수님께 이메일보낼때 뭐라고 해야 하나요 ? 채점 결과를 보여달라고 해야해요 ???	1
114	18/01/03 10:46	마움경 성적 이의 어디로 하면 되나여... 아무리 생각해도 제가 비제는 아닌데 아오 ㅋㅋㅋ	1
115	18/01/03 10:43	2.71에서 2.77로 올랐는데 부모님한테 점점 나아지고 있다고 하면 욕먹겠죠?	1
116	18/01/03 10:43	복전 복전신청서에 학부 말고 전공 적는 란에는 아직 뭐 없으면 안적어도 되죠?	1
117	18/01/03 10:42	지도교수상담 지금이라도 지도교수상담 해서 성적 볼 수 있나요?	1
118	18/01/03 10:41	A0은 에이쁠이랑 차이많이나나요??	1
119	18/01/03 10:40	보통 이게 내 학점이다! 라고하면 전체 학점을 말하나요 아니면 이번학기 학점을 말하나요?	1
120	18/01/03 10:36	기컴프 ㅂㄷㅂㄷ 기컴프 터져서 4.0 못넘음 ㅂㄷㅂㄷ 어쨋든 내가 못한게 잘못 ㅎㅎ 하지만 빡친당	1
121	18/01/03 12:14	성적 이의 제기 메일은 어떻게 보내야할까요 ... 제가 정말 제로에서 플러스로(B) 올라가는게 한 과목 정도가 굉장히 필요한데물론 절실하지않은 사람이 어디있을까요제가 조금 더 열심히 하지않은게 잘못이겠죠제가 성적 확인 메일은 한 번 보내봤는데-학점을 퉁쳐서 알려주셔서올려달라는 취지의 메일은 보내드린적이 없어서요...어떻게 보내야 하는지 전혀 전혀 감이 오질 않아서이런 식의 메일은 애초에 보내면 안되는건가요	1
122	18/01/03 12:08	자유관 17학번이라 자유관에 대해 아무 생각도 없었던 학생인데여  원래부터 여자거 였다는데 딱봐도 위치선정이 최고인 자유관이 원래는 여자거라는 것에 대해 아무 논란 없었나요?	1
123	18/01/03 12:07	학점은 같은데 교양 전공 비율이 다르면?? 아무개라는 사람이랑 저랑  학점은 같은데요아무개는 교양3 전공3 들었구요저는 교양1 전공5 들었어요그러면 등수는 똑같이 나오나요..??	1
124	18/01/03 11:58	문과 3.75복전 어디가능할까요ㅜㅜㅜ	1
125	18/01/03 11:52	사범대 교직 교사자격증받으려면 교직  얼마이상 넘어야한다는대 얼마인가요?	1
126	18/01/03 11:51	예술영화와 미적체험 김은정 교수님 이메일 교수님 이메일 아시는분 ㅜ	1
127	18/01/03 11:46	와 전공 올 비플.. 일관성 오져따	1
128	18/01/03 11:43	ㅋㅋㅋㅋㅋ전공 씨플 안고 가여 마여 이거 재수강 진짜 개노답인데 ㅋㅋㅋㅋㅋㅋㅋ	1
129	18/01/03 11:31	성의과학 김병기교수님 연락처나 메일아시는분?	1
130	18/01/03 11:29	고토 애미리스 ㅅㅂ시간은 시간대로 다쳐먹고 학점도 안나오네좆같은 과목 퉤투테퉤	1
131	18/01/03 11:26	학점이 떨어졌네요 기숙사 신청 어떡하죠? 학점이 4점대에서 3.75로 떨어졌습니다여자고 삼학년 올라가는 학생인데웅비관 떨어지겠죠? 아.. 기숙사 아니면 안되는데효원재를 신청하면 괜찮을까요...아 정말 머리 복잡하네요	1
132	18/01/03 11:26	연도(지금 중도) 몇시부터 몇시까지 문여나요?	1
133	18/01/03 11:22	일반화학은 플러스로 잘 안채우나 보네여 아니면 내가 못해서 그런걸까...😂😂	1
134	18/01/03 11:22	이멜 앤드류 교수님 이메일 아시는분..ㅠ	1
135	18/01/03 11:18	성의과학 이경희교수님 메일 어디서봄?	1
136	18/01/03 11:18	중간기말 중간 기말 성적 공개 안하신 교수님들께 메일하면 성적이나 피드백 받을 수 있나요? 어떻게 쳤는지 정말 궁금한데 학점만 딱 올라오니까 아쉽네요ㅠㅠ	1
137	18/01/03 11:17	원룸 계약 원룸이나 투룸 계약을 6개월만 하는거 되나요?	1
138	18/01/03 11:14	미친~ 고토ㅋㅋㅋㅋㅋㅋㅋㅋㅋ내가 2학기내내 얻은 스트레스와 내 노력에 비해 얻은 성적이 참...믿기질 않넼ㅋㅋ	1
139	18/01/03 11:13	메일보내기 어떻게함 교수님 메일 어디나와 있음?	1
140	18/01/03 11:12	교수님 상담 승인 좀 해줘어 .. 성적보고싶다고	1
141	18/01/03 13:16	효원재 어떤가요 정말로 효원재 기숙사에 대해 가끔 올라온 글을 보면 정말시설이 너무 안좋다고 힘들다는 글이 많던데... 그정도인건가요? 줄곧 웅비에서 생활했는데 대체 얼마나 좋지않은건지아무생각없이 그냥 웅비보다 조금 더 높겠거니-생각했는데 그정도가 아닌건가요...	1
142	18/01/03 13:10	학점이월 2학기 남은학점이 다음학년 1학기로도이월되나요??	1
143	18/01/03 13:08	이왕줄거 플러스 달아주시지 0줘버리네	1
144	18/01/03 13:04	대실영 왜그래..? 나 아직 성적 못봐서 모르믄데 너네 성적 왤케 혼돈의 카오스야...무섭다 ㅜ.ㅜ	1
145	18/01/03 13:04	성적이의신청기간이 언제까진가요? ㅇㅇ?	1
146	18/01/03 13:02	44명중에 12등인데 13등까지 30퍼인데 비쁠..ㅠㅠ 점수대가 크지도 않은데.. 교양인데 메일 보낼까요 말까요.......	1
147	18/01/03 12:59	대실영 c0 시험 25 23ㄹㅔ포트 두개 기한맞춰서 냄조별과제 중위권출석 세번빠짐온라인 과제 기본점수 플러스 가산점 2점이렇게 열심히 했는데 씨제로가 나오는 과목이었나요...	1
148	18/01/03 12:55	기숙사 커트라인 기숙사 커트라인 성적은 직전학기 성적으로 하는거죠??	1
149	18/01/03 12:50	비프 교수님 김기만 교수님 메일  아시는분?ㅠㅠ	1
150	18/01/03 12:45	재수강후 학점 두과목빼고 다재수강허려는데 그럼 이번에4.5학점 들은걸로 되는데 에바이려나..	1
151	18/01/03 12:44	에프 있으면 학점 넘기기 불가능? 21학점 중에 18 들어서 3학점 다음 학기로 넘기려고 했는데 전공 에프 떴는데 이 경우 그 학점 다음 학기로 이월 불가능 한가요	1
152	18/01/03 12:39	원어강의는 학점 B+ 밑으로 없지않아요? 전공이 원어강의인데 한국어로 수업하긴하는데 교수계획표나 거기는 원어강의 E라고 되어있으면 학점줄때 50퍼센트까지 잘라서 B+이 최소 아닌가요?	1
153	18/01/03 12:38	재수강 이번년도에도 재수강 최대는 비쁠이죠?다른학교는 에이까지라던데...	1
154	18/01/03 12:37	학부,학과 내 성적 등수는 확정나고 나오는거죠? 그렇죠??	1
155	18/01/03 12:31	재수강... 재수강 하는법 좀 알려주세요. 그냥 그 과목 신청하면 되나요? 교수님 바꿔서 신청해도 되나요?	1
156	18/01/03 12:31	송철호 교수님 연락처 아시는 분 계신가요??ㅠㅠ 송철호 교수님 전화번호 아시는 분 혹시 안 계신가요ㅠㅠ	1
157	18/01/03 12:27	교수님한테 메일 보내고 싶은데 교수님 메일 어떻게 찾죠? ㅠㅜㅜ	1
158	18/01/03 12:23	면담안하고 성적못보나요? 안뜨네요..	1
159	18/01/03 12:22	여자 웅비관 커트라인 여자들 웅비관 쓰는 인원은 그대로죠?	1
160	18/01/03 12:20	마움경 생각보다 개잘나왓네 중간 좀 아리까리해서 비쁠각이라고 생각했는데	1
161	18/01/03 15:03	복전신청 복전 신청 여러번 해도 되나요? 1학기 복전신청 하고 안되면 같은 학과 다시 2학기에 신청하고 이런 식으로요! 과사에 학점 컷 물어봤더니 종합적으로 봐서 컷 말해줄 수 없다하시고 그냥 별로 안높다고만 하시네요ㅠ 도대체 안높은게 어느정도인지ㅠ	1
162	18/01/03 14:57	영화와비프 교수님 이메일이나 번호아시는 분 없으신가여?ㅠㅠㅠ	1
163	18/01/03 14:56	성적 낼 때 성적낼때  w 뛰운 사람들은 바닥 깔고 성적 내는거 아닌가요??	1
164	18/01/03 14:54	기계과 기계과 선배님들 정역학을 이수해야 고체역학을 수강할 수 있나요??	1
165	18/01/03 14:40	국장받을때 혹시 학점 분포에 관해서 불이익 있나요?? 이번에 다른건 다 비쁠이랑 씨쁠 떴는데 교양 하나가 디제로 떠서 학점이 크게 오르지 않았어요. 그런데 혹시 국장받을때 디받은거 불이익 있나요??그리고 국장 학점 몇부터 받을수있어요???	1
166	18/01/03 14:40	수학관데 cpa 딸라면 경제 복전하려는게 더 좋음?	1
167	18/01/03 14:37	아... 개빡치네...	1
168	18/01/03 14:34	f과목 f를 받은과목이 선이수 과목이면 후수과목은 못듣는건가요?? 아니면 동시에 들을수 있나요??	1
169	18/01/03 14:31	전공선택 전공선택이 무엇인가요??? 전공필수는 꼭 들어야하는걸고 알고있는데	1
170	18/01/03 14:23	성적문의 교양두과목 다 시간강사여서 강의계획서에 연락처가 없는데 ㅠ 어떻게 해야하나요?	1
171	18/01/03 14:18	전공교수님 저 싫어하시나요ㅠㅠㅠㅠ 1,2학기 같은 교수님한테서 수업들었는데 어째 성적은 똑같이 주시는거지...ㅠ 교수님 나 싫어하시나...ㅠㅠ	1
172	18/01/03 14:16	준상대평가 과목 정정 메일ㅜ 준상대평가 과목 45명중에 12등했는데 비플 나왔어요ㅠㅠ 정정 메일이라도 보내볼까요?	1
173	18/01/03 14:16	f f받고 재수강해서 성적올리면 f기록 남나요??	1
174	18/01/03 14:15	이탈리아어 질문이요! 이탈리아어 들었는데 혹시 저번에 교수님이 성적이의제기하면 불이익있다고 하셨나요ㅠㅠㅠ	1
175	18/01/03 14:10	열사표가 씨쁠이네 ㅋㅋ..ㅋ.ㅋ... 과제는 과제대로 수업은 수업대로 시험은 시험대로 빡세게 하더니 점수도...ㅋ.... 하...	1
176	18/01/03 14:01	B0는 납득가는데 A0는 매우 아쉬워 ㅜ	1
