num	time	text	label
159	2020-05-01 9:36	컴사 필기시험은 책만 보면 다나오나요? 근데 오픈북이면 막 책은 봐도되는데 책에 없을걸^^? 이런 느낌이라던데	1
5	2020-05-01 0:44	교수님 이메일 질문 플라토에 파일 렉 걸리는 바람에 과제 제출이 막혀서 과제파일과 함께 이메일을 보냈어요.근데 강의 계획서에 이메일이 적혀있지 않아, 급한 마음에 예전에 교양 수업 들을때 가입하라 하신 네이버 카페 통해서 이메일 보냈는데, 혹시나 해서 보니 학과 사이트에 또 다른 이메일이 적혀있어요ㅠ일단 이래이래서 이런 이메일로 보냈다는 말이랑 상황 설명은 플라토 쪽지로 보내긴 했는데, 다시 학과 사이트에 나온 주소로 이메일 보내는게 나을까요? 아니면 그냥 기다려야 할까요?	1
4322	2020-05-08 17:40	고토 다음주금요일에 소수로 조짜서 대면강의한다는데 오바아님? ㅠ ㅇㄷㅍ 교수님임	0
140	2020-05-01 10:34	긴급재난지원금 2번 받는건가요?? 지역별로 지급하고있던걸로 아는데 이번에 법안 통과되서 4인가구기준 100만원 지급하는거는 또 다른건가요?ㅅ?	1
91	2020-05-01 2:56	7시간 체질인듯 10시에 자면 5시에 깨고12시에 자면 7시에 깨고2시에 자면 9시에 깸몸에 시계라도 있는 듯지금 자면 10시 쯤에 깰려나	1
100	2020-05-01 5:40	러시아어 ㅇㅇㄱ교수님 오늘 강의없나요?? ㅈㄱㄴ	1
5016	2020-05-09 16:52	강의중에 왜 잠수타시지	0
6836	2020-05-12 11:51	실시간 수업도 안해. 수업 관련 자료도 부실해. 수업에 대한 설명도 몇줄 써놓기만 해. 그러면서 다 이해했을거라고 말하면서 매주 과제 내. 과제 낼 때도 PLATO쓸줄 몰라서 과제란에 과제말고 다른자료도 올려서 헷갈리게 해. 그러면서 다른 강의는 안치는 중간고사 쳐. 등록금 안돌려줘. ㅋㅋ 개빡치네	0
360	2020-05-01 16:05	아무리 교양이래도 수업 이야기 좀 합시다 교수님 ^~^ 교수님들한테 솔직히 예의 차려야 한다고 생각해서 말도 가려서 하는게 당연하지만수업 이야기 좀 하시고 학생들한테 갑질하고 시비털지마요....	0
4659	2020-05-08 23:38	공지 뜨자마자 포기신청 했구먼 아직 처리하고 있다고 일이주 정도 더 기다리라고만 말하노 ㅡㅡ다른학교는 4월달에 진작에 다 환불 됐드만 머하는 짓이지 진짜	0
14	2020-05-01 0:29	오마이걸 승희 노래 진짜 개 잘부른다 옛날 노래들보다 분량 조금 적은거 같은데 그 적은 부분이 ㅈㄴ좋음그리고 미미 랩 완전 내취향임 살짝 설랬어난 할때 갭모에 오짐	1
4963	2020-05-09 14:54	금요일에 퀴즈 올리신다고 하셨는데, 관련 공지를 목요일에 한다고 하셨는데 목요일부터 확인하는데도 퀴즈 관련한 건 아무것도 안 보이네요ㅠ 저만 그런가요..?	0
111	2020-05-01 4:22	4차 산업 혁명 듣는 사람 잇나여??!!!? 확인할게 있어서요	1
824	2020-05-03 21:46	ㅅㅂㅈ 교수님 수업 듣는사람?지금 과제도 한번도 없고 공지도 없는데 혹시 피피티 안에 숨겨져있나 해서 뒤져봐도 없는데 듣는사람? 이렇게 손 놓고있어도 되나 불안해....	0
1224	2020-05-04 14:19	5/1에 공지해준다 해놓고는 아직도 안해주냐아ㅏㅇ아아아	0
3286	2020-05-07 10:32	아니 시험 어떻게보는거에요?? 시험지는 어딨고 문제는 어디사봐요??? 와 나 미치겠네 ㅠㅠㅜㅜㅠ	0
8266	2020-05-14 16:13	연구실로 연락하라는데 연구실번호 그대로넣으니까 없는번호래연구실 전화번호는 어떻게찾지	0
27	2020-05-01 1:13	안녕 심ㅅㅁ해	1
73	2020-05-01 2:09	휴학생도 긱사 가능? ???	1
3	2020-05-01 0:45	한글워드로 작성이 뭐지? 그냥 일반 한글2010으로hwp파일 제출인건가요?	1
3020	2020-05-06 21:46	지금 플라토 서버 왤케 느리지 ㅠㅜ 저만 그런가여? 로그인이 안되는뎅 ㅠㅠㅠㅠ 폰도 컴도	0
3708	2020-05-07 18:46	이제 대면한다는데 일주에 한 번 있는거 갖고 교통비 겁나 깨지면서 왔다갔다 할 수도 없고 가서 눌러살기엔 개강안해서 아는 사람이 없엇 할게 없고	0
642	2020-05-03 17:56	조관연 교수님이 동영상보고 감상문써라고 한거 맞나요? 왜 아무런 공지가 없죠? ㅠㅠ 하신분 있나용?	0
104	2020-05-01 5:14	둥근해가 떴습니~다 자야쥐	1
123	2020-05-01 9:14	고토 퀴즈 공부한사람 20문제에 10분이라니 ㅠ ㅜ	1
144	2020-05-01 10:13	군복학생이 타기 어떤것같음 님드라 ㄱㅊ?	1
2139	2020-05-05 19:30	5/11대면시험한다는데 대면시험 가능한거였냐?.. 덕분에 왕복버스비10만원에 전날 숙박비용까지 나가게생겼는데ㅡㅡ	0
6399	2020-05-11 18:18	오늘 공지 못본 사람들을 위해교수님께서 공지 올리신 거 복붙함 --------------------------------------------안녕하십니까학교차원에서 대면강의에 대한 수요조사를 하고 있습니다.저는 여러분들과 대면강의 하기를 희망합니다.관련 사항에 대한 의견 부탁드리며대면수업에 대해 반대하시는 분들은의견 남겨주시길 바랍니다.내일까지 조사후 최종 의견수렴서 학교에 제출하도록 하겠습니다.진심으로 만나뵙고 안전하게 수업진행할 수 있길 희망합니다.담담교수 하승범 배상--------------------------------------------9주차에 접어들도록과제4개에 수업1개 올리신 교수님께서대면수업을 희망한다고 하시니수업들으시는 분들께서는 의견표출 해주세요 꼭의견표출하라 해놓고 또 과제나 수업처럼 자꾸 제대로된 곳에 업로드 안하시고QnA이용하게 하시는 것 같은데 하..쪽지로라도 보냅시다	0
7454	2020-05-13 9:00	단톡 상황보니 미리 공지 듸운 것도 아닌거 같은데 2시간 헬스하고 와서 피곤한데 9시 5분까지 기다리다 지러가면 출석 까이나..	0
44	2020-05-01 1:47	공미 공부할 때 다 이해하고 공부함? 뒤에 과제인데 일단 넘기고 해야겠지? 첫 정리부터 이해안되는데 ㅈㄴ 나한테 답답하다	1
124	2020-05-01 9:11	4차산업혁명 단순 객관식 오픈북인거같은데 같이 후딱하고 자실분?	1
17	2020-05-01 0:27	뇌과학 창의적 자기소개 메일 교수님께서 읽으신분 있나요? 29에 보냈는데 아직 안 읽으셔서..	1
138	2020-05-01 5:53	외대반수 vs부산대 다니기 현재 어문계열 학생임니당	1
24	2020-05-01 1:17	엑셀 엑셀에서 히스토그램 만들때 가로 축 눈금 바로 밑에 숫자오게 어떻게 설정해요?? 그냥 눈금 가운데 숫자 들어가지던데....	1
60	2020-05-01 1:23	부산대파브르박사님 ㅠ 도와주셔요 집에서 벌레가 나왔는데앞으로 벌레의 이름을 알고 예방하고싶어요!사진은 제가 손으로 잡고 눌러서ㅠ벌레가 뭉게졌지만 알 수 있을까요??ㅠ	1
19	2020-05-01 0:24	5월은 가정의 달입니다 그런데 넌 왜그랬냐	1
78	2020-05-01 1:55	후면카메라 사진 후면카메라로 찍으면 얼굴이 왜이렇게 비틀어지는 건가요😅😅😅셀카모드로 찍으면 설정할 수 있는 보정 기능을 다 빼도 안면 비대칭이 보이지는 않은데! 앱 자체에 기본으로 얼굴형을 잡아주는 기능이 있는 건가요?얼굴에 좀 비대칭이 있는 건 알고 있는데 후면카메라로 찍은 거 만큼이나 비대칭 심하면 좀 슬플 거 같아요...	1
207	2020-05-01 12:25	부산대 도서관 앱은 왜 만든거임? 일을 안하는데흰 화면만 뜸	0
135	2020-05-01 6:34	시험치는 시간에 다른과목 화상강의있어 어떡해??	1
146	2020-05-01 10:12	나처럼 강의출첵만하고 안듣고혼자공부해서 과제 내는사람있음?강의1도안들엇ㅅ는데 주변애들 다 듣는다길래;	1
6210	2020-05-11 13:03	어떤문제 : 책 그대로 가져오면 감점 없습니다다른문제 : 책 그대로 가져오면 감점입니다다음문제 : 인터넷 검색하시면 감점입니다따ㅏ다른문제 : 인터넷 안찾아보고 책이랑 피피티만 보면 감점입니다..?	0
2714	2020-05-06 14:47	난 운좋게 롤이 빨리 끝나서 10분늦게 시작했지만 문제가 쉬워서 끝냈는데 분명히 못본사람들도 있을거 같은데. 지금 이미 시험 시작해 논 상황에서 못본사람들만 따로 다른 시간에 치면 분명히 형평성에 문제도 있고 이게 대학이냐??	0
8302	2020-05-14 17:12	보통 링크를 주거나 하지않나? 비밀번호만 줬는데 강의를 어디가서 찾아야해..? 상담을 줌으로 한다고 했어....	0
4201	2020-05-08 14:18	교수님이 따로 뭐 공지 해주신게 있나요?저번주부터 영상이 안 올라오네요	0
120	2020-05-01 9:31	권력vs성공vs사랑 파리스 이야기 다들 알지? 1.세계 최고의 권력2.모든 일에서의 성공3.최고의 이상형과 사랑(죽을때까지)뭐 선택 하실?	1
8419	2020-05-14 19:40	애초에 교재 70페이지 분량을 20분도 안되는 동영상 두개에 끝내버리는게 말이안된당..진짜 쓰잘데기도없는 오픈카톡 그만하고 양질의 동영상강의 올려주면 좋겠다... 오픈카톡 토나와서 안따라가는데 동영상으로 혼자공부하려니까 더 토나오네	0
6827	2020-05-12 11:57	게시판 보니 받았다는 글 있던데 나만 안해줬나 싶어서 전화해보니 기숙사 환불 아직 아무도 못받았다고 이번 주 아니면 늦어도 다음 주 월요일 안으로 일괄입금이라고 하던데??	0
114	2020-05-01 4:14	실험 예비보고서 레퍼런스는 어디서 따와야하냐... 그냥 다른 과제들은 riss에 있는 자료들 보고 쓰는데 실험은 진짜 감도 안잡히네이해 착착 잘되는 자료들은 그냥 출처나 레퍼런쓰로 쓰기도 뭐한 구글 네이버 자료라서 영 껄끄러움. 당연히 써도 안되는거고.그렇다고 riss나 부대 도서관 홈피에 있는 학술지 사이트엔 저 실험과정이나 방법은 안나오고 그 실험법을 이용한 ㅇㅇㅇ 이런거만 나오네...전공책에서 레퍼런스 따오는 거로는 한계가 너무 많아요 ㅠㅠ낮에 도서관이라도 가야하나...개인사정으로 휴학 오래하고 복학해서 실험보고서 쓰려니 다까먹음	1
2735	2020-05-06 15:07	왜 점수만 올려주고 피드백을 안해주냐 어디서 틀린지도 모르겠는데 중간고사를 어떻게 해	0
7450	2020-05-13 9:11	나 진짜 송퍼가 장문으로 공지할때마다 무슨말인지 모르겠어 도대체 마지막 문단이 무슨뜻이냐???	0
47	2020-05-01 1:44	포아송 효과 증명 어떻게 해요...? 과제인데 ㄹㅇ 실마리도 모르겠어요... 어디서 찾아봐야되죠....ㅜㅠ	1
3934	2020-05-07 23:42	시험안치는데 과제대체 공지가없어서 불안해서 더 공부하게됨	0
88	2020-05-02 8:15	중간고사 실화인가... 과제 대체라고 해놓고 퀴즈로 중간고사마냥 한 건 그렇다 칠 수 있는데,사이트 오류때문에 문제하나 안풀어지고 자동으로 넘어갔다니까어쩔 수 없니요 이러고 다시 여쭤봐도 답변 다시 안주네. 2일이나 지났는데에휴...	0
63	2020-05-01 2:27	교수님 어느 과이신지 궁금하면 어디 들어가서 정보 볼 수있어??	1
55	2020-05-01 1:30	1학년 여름방학때 집중근로 가능한가요??	1
4065	2020-05-08 9:43	교수님이 강의수업을 아예 안하고 중간고사를 이미 쳤고, 기말을 친다고 합니다.강의X, 화상강의X, 과제X, 일주일에 한번 한글파일 하나프린트물을 내주시긴 하는데, 선배들이 전해준 요약본이랑 비슷하기에 전전선배들이 만들었던 요약본이라고 생각됩니다.(추측이지만, 거의 확신하는게 교수님이 만들지 않았다고 생각되는 부분들이 프린트에 많이 있습니다)학교측에서 이번학기에 수업을 제대로 진행했는지 과목마다 전수검사를 시행했으면 좋겠습니다.	0
46	2020-05-01 1:45	5월달부터 배드민턴 등록했는데 옷 뭐입으면 좋을깡.. 맨투맨은 너무덥겠징	1
7059	2020-05-12 16:47	울 학교도 꽁으로 등록금 받아먹고 날로 시간만 보내는 곳들 많네ㅋㅋ그나마 학생회는 보여주기식으로라도 조금 하려 하는거 같은데 그 주변 단체들 활동금? 월급? 까지 받아먹고 있으면 일좀 하자내부자 말 들어보니 개판이네	0
1336	2020-05-04 16:35	중간고사를 과제로 대체하는거 아니에요? 갑자기 중간고사 어떻게할래 4가지 중에 선택하라는건 뭐예여	0
4844	2020-05-09 10:06	대체 평가를 어떻게 하시는 지 아시는 분 .. 공지도 없고 수업도 안 올라오고 진짜 너무하시네	0
69	2020-05-01 2:20	전공 과제 11시 59분이랑 0시랑 착각해서 2시간 늦게 보냈는데 죄송하다고 메일 보내도 될까...?ㅠㅠㅠㅠㅠㅠㅠ	1
6843	2020-05-12 12:33	왜 강의가 안 올라와 있지?	0
4	2020-05-01 0:44	아무나 썰좀 풀어줘——•.• 집사야~~~~~ 심심해~	1
160	2020-05-01 11:15	자취방에서 한 번씩 무슨 딱 하는 큰 소리가 나는데 저만 이런가요	1
